path,sha256
outputs/KL2003_F2_K3_GENERATOR_REAL_v1/kl2003_k3_certificate.json,26c39b55637807368e2b6bf06403f7936e69d2b290c8d32740de7b17b8dfd1c9
outputs/KL2003_F2_K3_GENERATOR_REAL_v1/KL2003K3CertificateData.lean,e47be912be7a6c5b5761306d5f45eb045229ae19c6b8c8733fd7696a00184219
CollatzClassical/KL2003/KL2003K3CertificateDataGenerated.lean,e47be912be7a6c5b5761306d5f45eb045229ae19c6b8c8733fd7696a00184219
outputs/KL2003_F2_K3_GENERATOR_REAL_v1/generation_summary.json,83e75ed51d2b83fb6da7f18f9b315b84007237ee0387a65416b65247f5f3296b
outputs/KL2003_F2_K3_GENERATOR_REAL_v1/el_tree_nodes.csv,c83eba137908933c88d9cb9ba43c151cc04c37739142f3bbdad7c06d27a2d5c5
outputs/KL2003_F2_K3_GENERATOR_REAL_v1/el_tree_edges.csv,d76152acd8bd8f80b29bfa9391ec390ac9f6175498e7ed97b207ed41b2fb5782
outputs/KL2003_F2_K3_GENERATOR_REAL_v1/l3nt_rows.csv,2a19ae0fb21ca2f46de433fb7f26cdee02b1bbece59c5ee41d2afe0a33671aab
outputs/KL2003_F2_K3_GENERATOR_REAL_v1/exact_slacks.csv,fa5d9ebd4074bf1166a53f3e47a4862956cd6bc46bc182e845150f37ff43b4bc
outputs/KL2003_F2_K3_GENERATOR_REAL_v1/k2_parametric_regression.csv,f845fd50a8211971c9fe16d497944d919566c6fd6e534501904ec561b54c2817
outputs/KL2003_F2_K3_GENERATOR_REAL_v1/mismatch.csv,785ad5177917df54f62bc58e4f2df5e4667aade4022150810424a20e1885ae94
scripts/kl2003_f2_k3_generator_real_v1.py,924b3cb79f5d76c9d8f65e9875380da35be0975878a0b471cb08af99c2e8c8f8
